id,const,created,modified,description,title,url,title_type,imdb_rating,runtime,year,genres,num_votes,release_date,directors,image
308,tt0293662,11/26/2016,11/26/2016,"Frank Martin, who &quot;transports&quot; packages for unknown clients, is asked to move a package that soon begins moving, and complications arise.",The Transporter,https://www.imdb.com/title/tt0293662/,movie,6.8,92,2002,"Action, Crime, Thriller",308695,10/2/2002,"Corey Yuen, Louis Leterrier",https://m.media-amazon.com/images/M/MV5BMTk2NDc2MDAxN15BMl5BanBnXkFtZTYwNDc1NDY2._V1_.jpg
309,tt1071875,11/26/2016,11/26/2016,"Johnny Blaze, tortured by the Ghost Rider&apos;s curse, gets a chance of redemption through protecting the Devil&apos;s son, whose father is pursuing him.",Ghost Rider: Spirit of Vengeance,https://www.imdb.com/title/tt1071875/,movie,4.3,96,2011,"Action, Fantasy, Thriller",121831,12/11/2011,"Brian Taylor, Mark Neveldine",https://m.media-amazon.com/images/M/MV5BZDEwMGRmY2YtZTFmNy00YmFkLWFlZGItZGE0ZjNiMjRmZjZlXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_.jpg
310,tt0105690,11/26/2016,11/26/2016,An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.,Under Siege,https://www.imdb.com/title/tt0105690/,movie,6.5,103,1992,"Action, Thriller",90142,10/9/1992,Andrew Davis,https://m.media-amazon.com/images/M/MV5BMTlhZmE4Y2EtYjA3ZS00MzBhLTgyZjgtMTBjODEyZTRkNDAxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg
311,tt0452608,11/26/2016,11/26/2016,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world&apos;s most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,Death Race,https://www.imdb.com/title/tt0452608/,movie,6.4,105,2008,"Action, Sci-Fi, Thriller",212264,8/21/2008,Paul W.S. Anderson,https://m.media-amazon.com/images/M/MV5BZTA4ODc4YTQtM2YyZS00YTgzLTgyMTAtMTg4Y2Q1YWFmZDYzXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_.jpg
312,tt0120184,11/26/2016,11/26/2016,A spaceship is discovered under three hundred years&apos; worth of coral growth at the bottom of the ocean.,Sphere,https://www.imdb.com/title/tt0120184/,movie,6.1,134,1998,"Action, Mystery, Sci-Fi, Thriller",108518,2/11/1998,Barry Levinson,https://m.media-amazon.com/images/M/MV5BMTYyMTBlM2UtNWE1Ni00ZDg4LTliODQtYTFhZWIwNTAyNTg3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
313,tt3472226,11/26/2016,11/26/2016,"In 1985, Kung Fury, the toughest martial artist cop in Miami, goes back in time to kill the worst criminal of all time - Kung Führer, a.k.a. Adolf Hitler.",Kung Fury,https://www.imdb.com/title/tt3472226/,short,8,31,2015,"Short, Action, Comedy, Fantasy, Sci-Fi",60613,5/22/2015,David Sandberg,https://m.media-amazon.com/images/M/MV5BMjQwMjU2ODU5NF5BMl5BanBnXkFtZTgwNTU1NjM4NTE@._V1_.jpg
314,tt0387575,11/26/2016,11/26/2016,"Chucky and Tiffany are resurrected by their innocent gender-confused daughter, Glenda, and hit Hollywood, where a movie depicting the killer dolls&apos; murder spree is underway.",Seed of Chucky,https://www.imdb.com/title/tt0387575/,movie,4.9,87,2004,"Comedy, Horror, Thriller",47057,11/12/2004,Don Mancini,https://m.media-amazon.com/images/M/MV5BMTIwMTczMjc3M15BMl5BanBnXkFtZTcwODcxMzcyMQ@@._V1_.jpg
315,tt1397280,11/26/2016,11/26/2016,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",Taken 2,https://www.imdb.com/title/tt1397280/,movie,6.2,92,2012,"Action, Crime, Thriller",311835,9/7/2012,Olivier Megaton,https://m.media-amazon.com/images/M/MV5BMTkwNTQ0ODExOV5BMl5BanBnXkFtZTcwNjU3NDQwOA@@._V1_.jpg
316,tt0455760,11/26/2016,11/26/2016,"A young widower returns to his hometown to search for answers to his wife&apos;s murder, which may be linked to the ghost of a deceased ventriloquist.",Dead Silence,https://www.imdb.com/title/tt0455760/,movie,6.1,89,2007,"Horror, Mystery, Thriller",96874,3/16/2007,James Wan,https://m.media-amazon.com/images/M/MV5BMjEyNDQwMTQ3OV5BMl5BanBnXkFtZTcwMTY5MzI0MQ@@._V1_.jpg
317,tt0414982,11/26/2016,11/26/2016,"Six years after students cheated death, another teen has a premonition that she and her friends will be involved in an accident. When the vision comes true, the student and survivors deal with the repercussions of cheating the Gri...",Final Destination 3,https://www.imdb.com/title/tt0414982/,movie,5.8,93,2006,"Horror, Thriller",146044,2/2/2006,James Wong,https://m.media-amazon.com/images/M/MV5BZDEyYTRjNTgtYmI4Yy00MTFmLWEzYTUtOGNjZGZmNzEyMjZmXkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_.jpg
318,tt2900624,11/27/2016,11/27/2016,A babysitter finds a VHS tape which features various sinister murders performed by a psychotic clown.,All Hallows' Eve,https://www.imdb.com/title/tt2900624/,movie,5.1,83,2013,"Horror, Thriller",9436,10/29/2013,Damien Leone,https://m.media-amazon.com/images/M/MV5BYTUyMGVhMzUtZmY3NS00MzJkLTkxZjQtNzUyZmY5ZDQ1YTZiXkEyXkFqcGdeQXVyMjQ0OTA1Nzc@._V1_.jpg
319,tt1763264,11/28/2016,11/28/2016,A gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem.,No One Lives,https://www.imdb.com/title/tt1763264/,movie,5.9,86,2012,"Horror, Thriller",21953,9/8/2012,Ryûhei Kitamura,https://m.media-amazon.com/images/M/MV5BMjMzMzI0OTgwM15BMl5BanBnXkFtZTgwMzU5ODQxMDE@._V1_.jpg
320,tt0094794,11/30/2016,11/30/2016,"A psychologist with an increasingly popular TV show brainwashes his audiences using a giant living brain. A mischievous high school student is sent to the psychologist&apos;s institute, and becomes determined to expose him.",The Brain,https://www.imdb.com/title/tt0094794/,movie,5.2,94,1988,"Horror, Sci-Fi",2948,11/4/1988,Ed Hunt,https://m.media-amazon.com/images/M/MV5BNDU0NzY4ZmYtMmI5OS00ZTg5LWFiOTEtZWFkZTFlN2M0M2YyXkEyXkFqcGdeQXVyMTI2ODM3NDky._V1_.jpg
321,tt0790736,11/30/2016,11/30/2016,"A cop killed by his own partner joins RIPD, an afterlife law enforcement department working to apprehend various monsters disguised as humans living on earth, and gets paired up with a smart-mouthed veteran.",R.I.P.D.,https://www.imdb.com/title/tt0790736/,movie,5.6,96,2013,"Action, Adventure, Comedy, Crime, Fantasy, Sci-Fi",138170,7/17/2013,Robert Schwentke,https://m.media-amazon.com/images/M/MV5BMTM5OTYxNzE5N15BMl5BanBnXkFtZTcwMDU1MTQ4OQ@@._V1_.jpg
322,tt0104083,12/1/2016,12/1/2016,"A pregnant policewoman, her quarry, and an innocent delivery boy become trapped in a haunted toy warehouse.",Demonic Toys,https://www.imdb.com/title/tt0104083/,video,5,83,1992,"Comedy, Fantasy, Horror, Mystery",4392,3/12/1992,Peter Manoogian,https://m.media-amazon.com/images/M/MV5BYTFkZjFhODctMGI3Zi00ZTA0LTg3YjMtZTQwZmVlOGNkNTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
323,tt0105459,12/1/2016,12/1/2016,"In a flooded future London, Detective Harley Stone hunts a serial killer who murdered his partner, and has haunted him ever since. He soon discovers what he is hunting might not be human.",Split Second,https://www.imdb.com/title/tt0105459/,movie,6,90,1992,"Action, Crime, Horror, Sci-Fi, Thriller",15581,3/31/1992,Tony Maylam,https://m.media-amazon.com/images/M/MV5BY2I2ZjBmMWEtMTVkZC00OTVkLWE1MjktOTc0MDgwNzZhYmU3XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_.jpg
324,tt0428251,12/1/2016,12/1/2016,"A group of teenagers fear for their lives in the swamps of Louisiana, chased by Mr. Jangles, a man possessed by 13 evil souls, and now relentless in his pursuit of new victims.",Venom,https://www.imdb.com/title/tt0428251/,movie,4.6,87,2005,Horror,10466,9/16/2005,Jim Gillespie,https://m.media-amazon.com/images/M/MV5BZjBmNjhiMTItMjA1Ni00ZDQ2LWFhNGMtN2U2NGZjYzNkOWExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
325,tt1212974,12/2/2016,12/2/2016,Three bad girls travel to a remote desert hideaway to steal $200 million in diamonds from a ruthless underworld kingpin.,Bitch Slap,https://www.imdb.com/title/tt1212974/,movie,4.5,109,2009,"Action, Comedy, Crime, Thriller",13913,9/14/2009,Rick Jacobson,https://m.media-amazon.com/images/M/MV5BMTk0OTAzOTY2NF5BMl5BanBnXkFtZTcwMzcwMzM4MQ@@._V1_.jpg
326,tt2175535,12/2/2016,12/2/2016,"His life was torn apart when his wife was murdered by Mafia boss Denny. Filled with vengeance, Adam summoned a demon that endowed him with god-like strength so that he might survive his journey through Heaven&apos;s Valley.",Adam Chaplin,https://www.imdb.com/title/tt2175535/,movie,5.4,84,2011,"Action, Crime, Horror",2015,10/31/2011,"Giulio De Santi, Emanuele De Santi",https://m.media-amazon.com/images/M/MV5BMTgyMDE1NTMyMV5BMl5BanBnXkFtZTcwMzAwOTQ3OA@@._V1_.jpg
327,tt0118025,12/2/2016,12/2/2016,"Desert Storm vet who was killed in combat rises from the grave on July Fourth, to kill the unpatriotic citizens of his hometown, after some teens burn an American flag over his burial site.",Uncle Sam,https://www.imdb.com/title/tt0118025/,video,4.5,89,1996,"Comedy, Horror",3301,11/13/1996,William Lustig,https://m.media-amazon.com/images/M/MV5BNGYzMzZhZmItNWE1Ny00ZDA5LWI5NTYtMTkyMGVjNWJjOTg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
328,tt0087727,12/2/2016,12/2/2016,Colonel Braddock launches a mission deep into the jungles of Vietnam to find the POW camp that he escaped from and free the Americans still held captive there.,Missing in Action,https://www.imdb.com/title/tt0087727/,movie,5.4,101,1984,"Action, Adventure, Drama, Thriller, War",15534,11/16/1984,Joseph Zito,https://m.media-amazon.com/images/M/MV5BNDczNDljZTUtNmZmZC00YzFkLWExYzEtYzQxNmNkNmFjMDQyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
329,tt0089348,12/2/2016,12/2/2016,A one-man army comes to the rescue when the United States are invaded by communists.,Invasion U.S.A.,https://www.imdb.com/title/tt0089348/,movie,5.4,107,1985,"Action, Thriller",10284,9/27/1985,Joseph Zito,https://m.media-amazon.com/images/M/MV5BNGZkMmYzMTAtNzllYy00NzU3LWJiNzktNzdjZGU3OWM3ZmU5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
330,tt0096913,12/2/2016,12/2/2016,A team from the United States is going to compete against Korea in a Tae Kwon Do tournament. The team consists of fighters from all over the country - can they overcome their rivalry and work together to win?,Best of the Best,https://www.imdb.com/title/tt0096913/,movie,6.4,97,1989,"Action, Drama, Sport",14543,11/10/1989,Robert Radler,https://m.media-amazon.com/images/M/MV5BNDQyYzc0ODktMmNkNi00YjFlLThhOTUtMjMxMmQzNThkYTRjXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_.jpg
331,tt0089695,12/2/2016,12/2/2016,"Jason, a Bruce Lee fan, sees his karate instructor/dad beaten by martial art thugs. They move to Seattle where, after humiliations, he trains with Bruce Lee&apos;s ghost so he can defend himself and others against thugs.",No Retreat No Surrender,https://www.imdb.com/title/tt0089695/,movie,5.6,85,1985,"Action, Comedy, Crime, Drama",17751,10/20/1985,Corey Yuen,https://m.media-amazon.com/images/M/MV5BNjQxOWM0YjgtNGRlMC00ZGQzLWJkZTUtNjU4NjZhNDE0Njk4XkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_.jpg
332,tt0097659,12/2/2016,12/2/2016,Kurt Sloane must learn the ancient kick boxing art of Muay Thai in order to avenge his brother.,Kickboxer,https://www.imdb.com/title/tt0097659/,movie,6.4,97,1989,"Action, Sport, Thriller",57336,4/20/1989,"David Worth, Mark DiSalle",https://m.media-amazon.com/images/M/MV5BMjIyNTM4ODYtNTU2Yy00OTRlLWFmNTEtNmM2NTQyZjA5NmY2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg
333,tt0084867,12/3/2016,12/3/2016,"After his wife and son got brutalized by a street gang, and a corrupt criminal justice system puts the perpetrators back on the street, a NYC factory worker teams up with a vigilante group to find some measure of bloody justice.",Vigilante,https://www.imdb.com/title/tt0084867/,movie,6.5,90,1982,"Action, Crime, Thriller",4170,5/18/1982,William Lustig,https://m.media-amazon.com/images/M/MV5BZTQ5N2FiNzYtZTQxYi00YmNjLTkyMDQtZGVjMTA2YmQ1YmE2XkEyXkFqcGdeQXVyNjU5MjcxOTg@._V1_.jpg
334,tt0456020,12/13/2016,12/13/2016,An ex-convict (Tyrese) gets tangled up with a gang after his car is hijacked with his son inside.,Waist Deep,https://www.imdb.com/title/tt0456020/,movie,5.8,97,2006,"Action, Crime, Drama, Thriller",10244,4/28/2006,Vondie Curtis-Hall,https://m.media-amazon.com/images/M/MV5BODQ3OTkxNTgyN15BMl5BanBnXkFtZTcwMjA0ODQzMQ@@._V1_.jpg
335,tt0281190,12/13/2016,12/13/2016,"Wayne and Biggs grow up together on the tough and dangerous streets of Kingston, Jamaica. Eventually moving to Miami, they begin a ruthless climb to the top of a criminal enterprise as they aggressively take control of the Jamaica...",Shottas,https://www.imdb.com/title/tt0281190/,movie,6,95,2002,"Action, Crime, Drama",4582,2/27/2002,Cess Silvera,https://m.media-amazon.com/images/M/MV5BZjk3YTUwZmItN2ZhNi00YTFmLTgxMTctMmQzOTMxM2FlMGNjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
336,tt0087480,12/16/2016,12/16/2016,A family moves to a suburban town only to be coerced into joining a suspicious club.,Invitation to Hell,https://www.imdb.com/title/tt0087480/,tvMovie,5.1,96,1984,"Horror, Sci-Fi, Thriller",1829,5/24/1984,Wes Craven,https://m.media-amazon.com/images/M/MV5BMTU2MTQ1MTMxMF5BMl5BanBnXkFtZTcwMTQ4NTQyMQ@@._V1_.jpg
337,tt0087015,12/16/2016,12/16/2016,A bizarre series of sudden disappearances on the streets of New York City seems to point toward something unsavory living in the sewers.,C.H.U.D.,https://www.imdb.com/title/tt0087015/,movie,5.6,88,1984,"Horror, Sci-Fi",13127,8/31/1984,Douglas Cheek,https://m.media-amazon.com/images/M/MV5BNzVlODkxY2YtNTliMC00MmQwLTkzNmQtYzM5ZGNiZDlmNTU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
338,tt1928330,12/19/2016,12/19/2016,A Vietnam veteran who becomes a local hero after saving a man from attackers on a city bus decides to take action when his best friend is murdered and the police show little interest in solving the crime.,Bad Ass,https://www.imdb.com/title/tt1928330/,movie,5.4,90,2012,"Action, Comedy, Crime, Thriller",19406,4/13/2012,Craig Moss,https://m.media-amazon.com/images/M/MV5BMTM3MzIwMzQwM15BMl5BanBnXkFtZTcwNDA5ODY2Nw@@._V1_.jpg
339,tt0053102,12/21/2016,12/21/2016,Two extraterrestrial women are sent on a mission by the regent of Venus to search for a male of another planet.,La nave de los monstruos,https://www.imdb.com/title/tt0053102/,movie,6.3,81,1960,"Comedy, Sci-Fi, Horror",420,1/22/1960,Rogelio A. González,https://m.media-amazon.com/images/M/MV5BZTQxZDkwYTItNTYyNS00N2QyLTljNDUtYjQyMWYwNjAzM2Y2XkEyXkFqcGdeQXVyMjc1NDA2OA@@._V1_.jpg
340,tt0035124,12/21/2016,12/21/2016,"Kurt Ingston, a rich recluse, invites the doctors who left him a hopeless cripple to his desolate mansion in the swamps as one by one they meet horrible deaths.",Night Monster,https://www.imdb.com/title/tt0035124/,movie,6.2,73,1942,"Adventure, Crime, Drama, Horror, Mystery, Thriller",1552,10/20/1942,Ford Beebe,https://m.media-amazon.com/images/M/MV5BNDM3MWYxMzQtNzU3NC00YmYwLTg3MTktMTdkNWUxMDYyODg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
341,tt0052286,12/21/2016,12/21/2016,"Prof. Erling and his financial backer Victor build a prototype time machine to snatch objects from the past. Latest find, a statuette, radiometrically dates to 5200 AD! When this draws colleague Richard Hedges to the island lab, E...",Terror from the Year 5000,https://www.imdb.com/title/tt0052286/,movie,2.9,66,1958,Sci-Fi,1467,1/31/1958,Robert J. Gurney Jr.,https://m.media-amazon.com/images/M/MV5BYzViYzY5NzUtMWM0YS00ZjMzLWJjY2YtMmI3NmU1OTAwMWUwXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
342,tt0061420,12/23/2016,12/23/2016,Billy Jack battles a motorcycle gang in a small California beach town.,The Born Losers,https://www.imdb.com/title/tt0061420/,movie,5.9,113,1967,"Action, Drama, Thriller, Western",2567,7/12/1967,Tom Laughlin,https://m.media-amazon.com/images/M/MV5BOGFkZmZkNWYtOGU5NC00Mjg4LWIwYjMtZTI0NThjNzc2MTliXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_.jpg
343,tt0071571,1/10/2017,1/10/2017,"When a South American drug lord pays Pace to steal 48 cars for him, all but one is in the bag - thereby, the police precipitate in a desperate car chase against Pace and his Eleanor across Southern California.",Gone in 60 Seconds,https://www.imdb.com/title/tt0071571/,movie,6.4,105,1974,"Action, Crime, Drama, Thriller",9362,7/17/1974,H.B. Halicki,https://m.media-amazon.com/images/M/MV5BMjIxMzExMTI4OF5BMl5BanBnXkFtZTgwNzU5MjMxMDE@._V1_.jpg
344,tt0323427,1/16/2017,1/16/2017,"Dr. Hugo Arranz celebrates his 50th anniversary with his wife and daughter when vile hooligans break into their home, raping and killing both his wife and daughter and cutting out the tongue of Hugo. Fortunately, Hugo survives, an...",La noche del ejecutor,https://www.imdb.com/title/tt0323427/,movie,5.5,85,1992,"Crime, Drama, Thriller",78,,Paul Naschy,https://m.media-amazon.com/images/M/MV5BNzg2MzAxZGYtOTU1ZC00MmZiLWFmNWItODY2YTliZjllNzlmXkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1_.jpg
345,tt0160127,1/28/2017,1/28/2017,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",Charlie's Angels,https://www.imdb.com/title/tt0160127/,movie,5.6,98,2000,"Action, Adventure, Comedy, Crime, Thriller",189996,10/22/2000,McG,https://m.media-amazon.com/images/M/MV5BMGI1NTM5MTItNDcxMS00YTIwLTg1NjUtNzE5ZGE5NDkxMmU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
346,tt0101366,2/13/2017,2/13/2017,A human becomes an unlikely rising star in the biggest fighting tournament in the galaxy that&apos;s dominated by alien species.,Arena,https://www.imdb.com/title/tt0101366/,movie,5.2,115,1989,"Action, Adventure, Sci-Fi, Sport",2584,3/29/1989,Peter Manoogian,https://m.media-amazon.com/images/M/MV5BYWNmZDE0M2EtODk3Ny00NWYxLTgzZjUtMjY2ZjkwYTcxMDM4XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_.jpg
347,tt0094960,2/23/2017,2/23/2017,"The government&apos;s new urban renewal policy results in street gangs fighting for control of the inner cities. While most of the residents flee, one factory owner determines to fight the gangs for his property.",Dead End City,https://www.imdb.com/title/tt0094960/,movie,4.8,85,1988,"Action, Thriller",146,12/31/1988,Peter Yuval,https://m.media-amazon.com/images/M/MV5BNmI1MDgwMjYtNjgxNS00OTQ2LWI0ZmUtZTk2YjI4Y2JhOTIxXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_.jpg
348,tt0100403,3/15/2017,3/15/2017,"The Predator returns to Earth, this time to stake a claim on the war-torn streets of a dystopian Los Angeles.",Predator 2,https://www.imdb.com/title/tt0100403/,movie,6.3,108,1990,"Action, Horror, Sci-Fi",172898,11/19/1990,Stephen Hopkins,https://m.media-amazon.com/images/M/MV5BNThjZjI4NTgtZDk4Mi00ZjI1LWExZGUtNTRkOWY1ZTY3M2FlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
349,tt4421920,5/4/2017,5/4/2017,"Barabba must save his brother from a life of crime, no matter what the cost. Meanwhile, Massimo&apos;s wife is killed in a snuff film. Unified by violence, Barabba and Massimo&apos;s destinies are on collision course.",Infidus,https://www.imdb.com/title/tt4421920/,movie,5.6,80,2015,"Crime, Drama",639,3/20/2015,Giulio De Santi,https://m.media-amazon.com/images/M/MV5BMjI5NTY1OTYwMV5BMl5BanBnXkFtZTgwNDU5ODAyNTE@._V1_.jpg
350,tt0049516,5/6/2017,5/6/2017,A party of archaeologists discovers the remnants of a mutant five-millennia-old Sumerian civilization living beneath a glacier atop a mountain in Mesopotamia.,The Mole People,https://www.imdb.com/title/tt0049516/,movie,5,77,1956,"Adventure, Fantasy, Horror, Sci-Fi",3665,11/21/1956,Virgil W. Vogel,https://m.media-amazon.com/images/M/MV5BNDJhMDZkNDctM2FkNS00MmU3LTljZTEtNjViMTYxNTUzZDI5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTE2NzA0Ng@@._V1_.jpg
351,tt4381236,5/11/2017,5/11/2017,"Ronnie runs a Disco walking tour with his son, Brayden. When a sexy woman takes the tour, it begins a competition between father and son for her love. It also signals the arrival of an oily strangler who stalks the streets at night.",The Greasy Strangler,https://www.imdb.com/title/tt4381236/,movie,5.7,93,2016,"Comedy, Horror",7949,1/22/2016,Jim Hosking,https://m.media-amazon.com/images/M/MV5BMjAyMzkwMzc0M15BMl5BanBnXkFtZTgwMTQwMDg2OTE@._V1_.jpg
352,tt4731136,6/5/2017,6/5/2017,"An ambitious young executive is sent to retrieve his company&apos;s CEO from an idyllic but mysterious &quot;wellness center&quot; at a remote location in the Swiss Alps, but soon suspects that the spa&apos;s treatments are not what they seem.",A Cure for Wellness,https://www.imdb.com/title/tt4731136/,movie,6.4,146,2016,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",102556,12/10/2016,Gore Verbinski,https://m.media-amazon.com/images/M/MV5BMTg5Njg1MzIwNl5BMl5BanBnXkFtZTgwNDU1NjczMDI@._V1_.jpg
353,tt4630562,6/12/2017,6/12/2017,"When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",The Fate of the Furious,https://www.imdb.com/title/tt4630562/,movie,6.6,136,2017,"Action, Crime, Thriller",237326,4/4/2017,F. Gary Gray,https://m.media-amazon.com/images/M/MV5BMjMxODI2NDM5Nl5BMl5BanBnXkFtZTgwNjgzOTk1MTI@._V1_.jpg
354,tt2820852,6/12/2017,6/12/2017,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,Fast & Furious 7,https://www.imdb.com/title/tt2820852/,movie,7.1,137,2015,"Action, Crime, Thriller",395917,3/16/2015,James Wan,https://m.media-amazon.com/images/M/MV5BMTQxOTA2NDUzOV5BMl5BanBnXkFtZTgwNzY2MTMxMzE@._V1_.jpg
355,tt0104418,6/17/2017,6/17/2017,"An eloping bride is taken into Hell, and her fiancé must pursue.",Highway to Hell,https://www.imdb.com/title/tt0104418/,movie,6,94,1991,"Adventure, Comedy, Fantasy, Horror",4970,7/4/1991,Ate de Jong,https://m.media-amazon.com/images/M/MV5BZjU3Mzc1MTQtYmE2MC00NjBiLWIxNjItZTFhMjAyMTM1MDk4XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg
356,tt0117609,9/1/2017,9/1/2017,A streetwise New York police officer transforms into the world&apos;s most unusual superhuman hero.,Sgt. Kabukiman N.Y.P.D.,https://www.imdb.com/title/tt0117609/,movie,5.7,105,1990,"Action, Comedy, Crime, Fantasy, Thriller",3095,12/31/1990,"Michael Herz, Lloyd Kaufman",https://m.media-amazon.com/images/M/MV5BYWZjYzkzYTAtYjM3MC00MjY0LWI5NWYtZjgxYzg5N2U3MTg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
357,tt1972591,9/3/2017,9/3/2017,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",King Arthur: Legend of the Sword,https://www.imdb.com/title/tt1972591/,movie,6.7,126,2017,"Action, Adventure, Drama, Fantasy",221684,4/27/2017,Guy Ritchie,https://m.media-amazon.com/images/M/MV5BMjM3ODY3Njc5Ml5BMl5BanBnXkFtZTgwMjQ5NjM5MTI@._V1_.jpg
358,tt0498353,9/10/2017,9/10/2017,Three American college students studying abroad are lured to a Slovakian hostel and discover the grim reality behind it.,Hostel: Part II,https://www.imdb.com/title/tt0498353/,movie,5.5,94,2007,Horror,92233,6/7/2007,Eli Roth,https://m.media-amazon.com/images/M/MV5BMjA1NTQ3MjI2N15BMl5BanBnXkFtZTYwNTQ4MTI3._V1_.jpg
359,tt0469965,9/14/2017,9/14/2017,"While he&apos;s deep undercover in New York, DEA agent Shane Tanner, the son of a legendary cooler named Dalton, learns that his uncle Nate Tanner got beat up by a group of men because he doesn&apos;t want to sell the Black Pelican, his bar...",Road House 2: Last Call,https://www.imdb.com/title/tt0469965/,video,4.3,86,2006,"Action, Crime, Drama, Thriller",1922,7/18/2006,Scott Ziehl,https://m.media-amazon.com/images/M/MV5BZDYzM2RhMjQtNjg3Ny00NzllLTk2OTEtZTU2ZGU5NmE4ZjYxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg
360,tt6164014,9/21/2017,9/21/2017,"A reclusive circus master invites a group of social media stars to his house of haunts. Anyone who can make it out before being scared into submission will earn $250,000 - but the stars soon learn they are not only competing for m...",Circus Kane,https://www.imdb.com/title/tt6164014/,movie,4.5,88,2017,Horror,1092,9/8/2017,Christopher Ray,https://m.media-amazon.com/images/M/MV5BMTE1N2FlMTAtNTE2OC00MDgxLTlkYWItNTEyOWY0NDVjYWI3XkEyXkFqcGdeQXVyMjUxOTAxNzI@._V1_.jpg
361,tt3709442,10/3/2017,10/3/2017,"To escape her abusive boyfriend, Kat joins a wilderness expedition with a group of women, all of whom are struggling with the uncertainty of life. What was supposed to be an opportunity for personal discovery quickly becomes a fig...",Quarries,https://www.imdb.com/title/tt3709442/,movie,4.5,83,2016,"Drama, Horror, Thriller",1579,10/26/2016,Nils Taylor,https://m.media-amazon.com/images/M/MV5BZGE5ZGVjNTItMGNiYS00OGNlLTkzNmUtZDI4NzUzMzkxZDE2L2ltYWdlXkEyXkFqcGdeQXVyMjAwNDQ2MTc@._V1_.jpg
362,tt4688294,10/8/2017,10/8/2017,Three friends find themselves lost on Skid Row and are captured by an angry homeless gang.,Parasites,https://www.imdb.com/title/tt4688294/,movie,4.2,81,2016,"Action, Horror, Thriller",395,7/30/2016,Chad Ferrin,https://m.media-amazon.com/images/M/MV5BNTk5YzIyZTYtNDQ4NC00YWViLWFiMGEtMzVmMTk4NmI0MWQ3XkEyXkFqcGdeQXVyNjY1ODUzNw@@._V1_.jpg
363,tt0466766,10/16/2017,10/16/2017,"Horror gets Super Sized when Horny The Clown, the demonic mascot of &quot;Hella-Burger,&quot; starts slashing Orange County teenagers with his meat cleaver from Hell.",Drive Thru,https://www.imdb.com/title/tt0466766/,movie,4.4,83,2007,"Comedy, Horror",4539,3/1/2007,"Shane Kuhn, Brendan Cowles",https://m.media-amazon.com/images/M/MV5BNzA2YjM1N2YtN2M1OC00MjI4LTg3YjgtZmVkNjllYzI4MWE5XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_.jpg
